,parents,has_nurs,form,children,housing,finance,social,health,target
3104,usual,critical,incomplete,2,less_conv,inconv,nonprob,recommended,priority
12927,great_pret,very_crit,foster,more,less_conv,convenient,slightly_prob,priority,spec_prior
6643,pretentious,improper,incomplete,more,convenient,convenient,nonprob,not_recom,not_recom
9131,great_pret,proper,incomplete,2,convenient,convenient,problematic,recommended,priority
7583,pretentious,critical,foster,1,less_conv,convenient,problematic,recommended,spec_prior
8580,pretentious,very_crit,foster,3,critical,inconv,slightly_prob,priority,spec_prior
7923,pretentious,very_crit,complete,3,critical,convenient,slightly_prob,priority,spec_prior
1951,usual,improper,completed,1,convenient,convenient,problematic,not_recom,not_recom
9300,great_pret,proper,foster,1,convenient,inconv,slightly_prob,priority,spec_prior
3973,usual,very_crit,incomplete,2,less_conv,inconv,slightly_prob,not_recom,not_recom
7340,pretentious,critical,completed,more,critical,inconv,problematic,recommended,spec_prior
1732,usual,improper,complete,1,convenient,convenient,slightly_prob,not_recom,not_recom
4093,usual,very_crit,incomplete,more,critical,convenient,problematic,not_recom,not_recom
11882,great_pret,critical,foster,1,convenient,convenient,slightly_prob,recommended,priority
4210,usual,very_crit,foster,2,critical,inconv,problematic,not_recom,not_recom
5542,pretentious,less_proper,completed,3,less_conv,inconv,problematic,not_recom,not_recom
1247,usual,less_proper,completed,more,convenient,convenient,problematic,recommended,priority
4793,pretentious,proper,incomplete,1,critical,convenient,problematic,recommended,priority
2676,usual,critical,complete,2,less_conv,inconv,slightly_prob,priority,priority
7234,pretentious,critical,completed,2,critical,inconv,problematic,not_recom,not_recom
2262,usual,improper,incomplete,2,critical,inconv,slightly_prob,priority,priority
10853,great_pret,improper,incomplete,2,convenient,convenient,nonprob,recommended,priority
5400,pretentious,less_proper,completed,1,convenient,convenient,nonprob,priority,priority
2483,usual,improper,foster,3,convenient,convenient,nonprob,recommended,very_recom
2192,usual,improper,incomplete,1,less_conv,inconv,problematic,recommended,priority
8632,pretentious,very_crit,foster,more,critical,inconv,nonprob,not_recom,not_recom
4777,pretentious,proper,incomplete,1,less_conv,convenient,problematic,not_recom,not_recom
9080,great_pret,proper,incomplete,1,convenient,inconv,nonprob,recommended,priority
6528,pretentious,improper,incomplete,1,critical,inconv,slightly_prob,priority,spec_prior
3616,usual,very_crit,complete,3,critical,inconv,problematic,not_recom,not_recom
5647,pretentious,less_proper,incomplete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
4730,pretentious,proper,completed,more,less_conv,inconv,problematic,recommended,priority
123,usual,proper,complete,3,convenient,inconv,problematic,priority,priority
1238,usual,less_proper,completed,3,critical,inconv,problematic,recommended,priority
7747,pretentious,critical,foster,more,less_conv,convenient,problematic,not_recom,not_recom
3930,usual,very_crit,incomplete,1,critical,convenient,problematic,priority,spec_prior
5273,pretentious,less_proper,complete,2,critical,convenient,nonprob,recommended,priority
232,usual,proper,completed,1,convenient,inconv,problematic,not_recom,not_recom
5277,pretentious,less_proper,complete,2,critical,convenient,slightly_prob,priority,priority
6808,pretentious,improper,foster,3,convenient,convenient,slightly_prob,not_recom,not_recom
8713,great_pret,proper,complete,2,less_conv,convenient,nonprob,not_recom,not_recom
6171,pretentious,improper,complete,3,convenient,inconv,problematic,priority,spec_prior
398,usual,proper,completed,more,less_conv,convenient,slightly_prob,recommended,priority
2547,usual,improper,foster,more,convenient,inconv,nonprob,priority,priority
7138,pretentious,critical,completed,1,convenient,inconv,nonprob,not_recom,not_recom
12892,great_pret,very_crit,foster,3,critical,convenient,slightly_prob,not_recom,not_recom
9360,great_pret,proper,foster,2,less_conv,convenient,nonprob,priority,spec_prior
12549,great_pret,very_crit,incomplete,1,less_conv,convenient,slightly_prob,priority,spec_prior
9473,great_pret,proper,foster,more,less_conv,convenient,problematic,recommended,spec_prior
11931,great_pret,critical,foster,1,critical,inconv,problematic,priority,spec_prior
11183,great_pret,improper,foster,more,convenient,convenient,problematic,recommended,spec_prior
620,usual,proper,incomplete,more,less_conv,inconv,nonprob,recommended,priority
904,usual,less_proper,complete,1,critical,convenient,slightly_prob,not_recom,not_recom
8006,pretentious,very_crit,completed,1,convenient,inconv,problematic,recommended,spec_prior
1173,usual,less_proper,completed,2,critical,convenient,slightly_prob,priority,priority
3214,usual,critical,incomplete,more,less_conv,inconv,nonprob,not_recom,not_recom
8194,pretentious,very_crit,completed,more,critical,convenient,slightly_prob,not_recom,not_recom
5654,pretentious,less_proper,incomplete,1,critical,convenient,slightly_prob,recommended,priority
4507,pretentious,proper,complete,more,less_conv,convenient,problematic,not_recom,not_recom
12466,great_pret,very_crit,completed,3,critical,inconv,nonprob,not_recom,not_recom
1454,usual,less_proper,incomplete,3,critical,inconv,problematic,recommended,priority
3377,usual,critical,foster,3,less_conv,inconv,slightly_prob,recommended,priority
7071,pretentious,critical,complete,3,critical,inconv,problematic,priority,spec_prior
6403,pretentious,improper,completed,3,less_conv,inconv,slightly_prob,not_recom,not_recom
7106,pretentious,critical,complete,more,less_conv,inconv,problematic,recommended,spec_prior
9421,great_pret,proper,foster,3,less_conv,convenient,problematic,not_recom,not_recom
10896,great_pret,improper,incomplete,2,critical,convenient,problematic,priority,spec_prior
6118,pretentious,improper,complete,2,convenient,inconv,problematic,not_recom,not_recom
10996,great_pret,improper,incomplete,more,less_conv,inconv,problematic,not_recom,not_recom
11036,great_pret,improper,foster,1,less_conv,convenient,slightly_prob,recommended,spec_prior
7774,pretentious,critical,foster,more,critical,inconv,problematic,not_recom,not_recom
4663,pretentious,proper,completed,3,less_conv,convenient,nonprob,not_recom,not_recom
6447,pretentious,improper,completed,more,less_conv,convenient,slightly_prob,priority,spec_prior
1116,usual,less_proper,completed,1,critical,convenient,nonprob,priority,priority
5113,pretentious,proper,foster,3,critical,convenient,nonprob,not_recom,not_recom
10227,great_pret,less_proper,foster,2,less_conv,convenient,slightly_prob,priority,spec_prior
6230,pretentious,improper,complete,more,less_conv,convenient,slightly_prob,recommended,priority
10549,great_pret,improper,complete,more,less_conv,convenient,nonprob,not_recom,not_recom
6749,pretentious,improper,foster,2,convenient,convenient,nonprob,recommended,priority
9927,great_pret,less_proper,completed,more,critical,inconv,nonprob,priority,spec_prior
5339,pretentious,less_proper,complete,3,critical,inconv,slightly_prob,recommended,priority
3108,usual,critical,incomplete,2,less_conv,inconv,slightly_prob,priority,spec_prior
5247,pretentious,less_proper,complete,2,convenient,inconv,nonprob,priority,priority
10284,great_pret,less_proper,foster,3,less_conv,convenient,problematic,priority,spec_prior
960,usual,less_proper,complete,2,critical,convenient,problematic,priority,priority
7559,pretentious,critical,foster,1,convenient,convenient,nonprob,recommended,priority
12528,great_pret,very_crit,incomplete,1,convenient,convenient,nonprob,priority,spec_prior
6272,pretentious,improper,completed,1,convenient,inconv,nonprob,recommended,priority
2549,usual,improper,foster,more,convenient,inconv,slightly_prob,recommended,priority
9420,great_pret,proper,foster,3,less_conv,convenient,problematic,priority,spec_prior
1877,usual,improper,complete,3,critical,convenient,problematic,recommended,priority
9494,great_pret,proper,foster,more,critical,inconv,nonprob,recommended,priority
12142,great_pret,very_crit,complete,1,critical,inconv,nonprob,not_recom,not_recom
458,usual,proper,incomplete,1,less_conv,inconv,nonprob,recommended,very_recom
8539,pretentious,very_crit,foster,3,convenient,convenient,problematic,not_recom,not_recom
6767,pretentious,improper,foster,2,less_conv,convenient,nonprob,recommended,priority
8497,pretentious,very_crit,foster,2,less_conv,convenient,nonprob,not_recom,not_recom
8806,great_pret,proper,complete,more,convenient,convenient,slightly_prob,not_recom,not_recom
11774,great_pret,critical,incomplete,3,convenient,convenient,slightly_prob,recommended,priority
2935,usual,critical,completed,3,less_conv,convenient,nonprob,not_recom,not_recom
7969,pretentious,very_crit,complete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
10836,great_pret,improper,incomplete,1,critical,convenient,nonprob,priority,spec_prior
11398,great_pret,critical,complete,more,convenient,convenient,slightly_prob,not_recom,not_recom
7538,pretentious,critical,incomplete,more,less_conv,inconv,problematic,recommended,spec_prior
5369,pretentious,less_proper,complete,more,less_conv,convenient,problematic,recommended,priority
7160,pretentious,critical,completed,1,less_conv,inconv,problematic,recommended,spec_prior
10109,great_pret,less_proper,incomplete,more,convenient,inconv,slightly_prob,recommended,priority
9066,great_pret,proper,completed,more,critical,inconv,slightly_prob,priority,spec_prior
4752,pretentious,proper,incomplete,1,convenient,convenient,nonprob,priority,priority
6544,pretentious,improper,incomplete,2,convenient,inconv,nonprob,not_recom,not_recom
12434,great_pret,very_crit,completed,3,convenient,inconv,problematic,recommended,spec_prior
3963,usual,very_crit,incomplete,2,less_conv,convenient,slightly_prob,priority,spec_prior
8404,pretentious,very_crit,incomplete,more,less_conv,inconv,problematic,not_recom,not_recom
11560,great_pret,critical,completed,3,convenient,convenient,slightly_prob,not_recom,not_recom
11392,great_pret,critical,complete,3,critical,inconv,problematic,not_recom,not_recom
3343,usual,critical,foster,2,critical,inconv,slightly_prob,not_recom,not_recom
3835,usual,very_crit,completed,more,convenient,convenient,nonprob,not_recom,not_recom
10705,great_pret,improper,completed,3,convenient,inconv,slightly_prob,not_recom,not_recom
11155,great_pret,improper,foster,3,less_conv,inconv,slightly_prob,not_recom,not_recom
5261,pretentious,less_proper,complete,2,less_conv,convenient,problematic,recommended,priority
6256,pretentious,improper,complete,more,critical,inconv,nonprob,not_recom,not_recom
6912,pretentious,critical,complete,1,convenient,convenient,nonprob,priority,priority
10235,great_pret,less_proper,foster,2,less_conv,inconv,slightly_prob,recommended,priority
8433,pretentious,very_crit,foster,1,convenient,inconv,nonprob,priority,spec_prior
2535,usual,improper,foster,3,critical,inconv,problematic,priority,priority
10092,great_pret,less_proper,incomplete,3,critical,inconv,slightly_prob,priority,spec_prior
8140,pretentious,very_crit,completed,3,critical,convenient,slightly_prob,not_recom,not_recom
10410,great_pret,improper,complete,1,critical,convenient,problematic,priority,spec_prior
9072,great_pret,proper,incomplete,1,convenient,convenient,nonprob,priority,priority
4705,pretentious,proper,completed,more,convenient,convenient,problematic,not_recom,not_recom
12221,great_pret,very_crit,complete,3,less_conv,convenient,nonprob,recommended,spec_prior
11913,great_pret,critical,foster,1,less_conv,inconv,problematic,priority,spec_prior
7001,pretentious,critical,complete,2,critical,convenient,nonprob,recommended,spec_prior
10798,great_pret,improper,completed,more,critical,inconv,problematic,not_recom,not_recom
2039,usual,improper,completed,2,critical,convenient,problematic,recommended,priority
6377,pretentious,improper,completed,3,convenient,convenient,problematic,recommended,priority
10034,great_pret,less_proper,incomplete,2,critical,inconv,nonprob,recommended,priority
12605,great_pret,very_crit,incomplete,2,less_conv,convenient,problematic,recommended,spec_prior
5937,pretentious,less_proper,foster,2,critical,inconv,problematic,priority,priority
7993,pretentious,very_crit,completed,1,convenient,convenient,nonprob,not_recom,not_recom
2616,usual,critical,complete,1,less_conv,convenient,problematic,priority,priority
3391,usual,critical,foster,3,critical,convenient,problematic,not_recom,not_recom
3935,usual,very_crit,incomplete,1,critical,inconv,slightly_prob,recommended,spec_prior
6245,pretentious,improper,complete,more,critical,convenient,nonprob,recommended,priority
8849,great_pret,proper,complete,more,critical,inconv,slightly_prob,recommended,priority
5475,pretentious,less_proper,completed,2,less_conv,convenient,slightly_prob,priority,priority
6059,pretentious,improper,complete,1,convenient,inconv,slightly_prob,recommended,priority
8321,pretentious,very_crit,incomplete,3,convenient,convenient,problematic,recommended,spec_prior
9722,great_pret,less_proper,completed,1,convenient,convenient,slightly_prob,recommended,priority
3934,usual,very_crit,incomplete,1,critical,inconv,nonprob,not_recom,not_recom
11926,great_pret,critical,foster,1,critical,inconv,nonprob,not_recom,not_recom
8925,great_pret,proper,completed,2,convenient,inconv,problematic,priority,priority
8765,great_pret,proper,complete,3,less_conv,convenient,nonprob,recommended,priority
9292,great_pret,proper,foster,1,convenient,convenient,slightly_prob,not_recom,not_recom
3661,usual,very_crit,complete,more,critical,convenient,problematic,not_recom,not_recom
7511,pretentious,critical,incomplete,more,convenient,convenient,problematic,recommended,spec_prior
7699,pretentious,critical,foster,3,less_conv,inconv,slightly_prob,not_recom,not_recom
5939,pretentious,less_proper,foster,3,convenient,convenient,nonprob,recommended,very_recom
2865,usual,critical,completed,2,convenient,convenient,slightly_prob,priority,priority
2915,usual,critical,completed,3,convenient,convenient,nonprob,recommended,priority
2402,usual,improper,foster,1,less_conv,inconv,nonprob,recommended,priority
12731,great_pret,very_crit,incomplete,more,critical,convenient,problematic,recommended,spec_prior
5935,pretentious,less_proper,foster,2,critical,inconv,slightly_prob,not_recom,not_recom
12135,great_pret,very_crit,complete,1,critical,convenient,slightly_prob,priority,spec_prior
1127,usual,less_proper,completed,1,critical,inconv,slightly_prob,recommended,priority
31,usual,proper,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
11467,great_pret,critical,completed,1,less_conv,convenient,nonprob,not_recom,not_recom
3918,usual,very_crit,incomplete,1,less_conv,inconv,slightly_prob,priority,spec_prior
12877,great_pret,very_crit,foster,3,less_conv,convenient,problematic,not_recom,not_recom
10501,great_pret,improper,complete,3,less_conv,convenient,problematic,not_recom,not_recom
1894,usual,improper,complete,more,convenient,convenient,slightly_prob,not_recom,not_recom
419,usual,proper,completed,more,critical,convenient,problematic,recommended,priority
10401,great_pret,improper,complete,1,less_conv,inconv,problematic,priority,spec_prior
12293,great_pret,very_crit,complete,more,critical,convenient,nonprob,recommended,spec_prior
72,usual,proper,complete,2,less_conv,convenient,nonprob,priority,priority
2140,usual,improper,completed,more,less_conv,inconv,problematic,not_recom,not_recom
731,usual,proper,foster,2,less_conv,inconv,slightly_prob,recommended,priority
342,usual,proper,completed,3,less_conv,convenient,nonprob,priority,priority
12402,great_pret,very_crit,completed,2,critical,convenient,nonprob,priority,spec_prior
11310,great_pret,critical,complete,2,less_conv,convenient,problematic,priority,spec_prior
10608,great_pret,improper,completed,1,less_conv,convenient,problematic,priority,spec_prior
5507,pretentious,less_proper,completed,3,convenient,convenient,nonprob,recommended,very_recom
4756,pretentious,proper,incomplete,1,convenient,convenient,slightly_prob,not_recom,not_recom
3083,usual,critical,incomplete,2,convenient,convenient,problematic,recommended,priority
11047,great_pret,improper,foster,1,less_conv,inconv,slightly_prob,not_recom,not_recom
4982,pretentious,proper,foster,1,convenient,inconv,problematic,recommended,priority
477,usual,proper,incomplete,1,critical,inconv,nonprob,priority,priority
12917,great_pret,very_crit,foster,more,convenient,inconv,slightly_prob,recommended,spec_prior
3795,usual,very_crit,completed,3,convenient,inconv,problematic,priority,spec_prior
2706,usual,critical,complete,3,convenient,convenient,problematic,priority,priority
4343,pretentious,proper,complete,1,less_conv,convenient,problematic,recommended,priority
6286,pretentious,improper,completed,1,less_conv,convenient,slightly_prob,not_recom,not_recom
7751,pretentious,critical,foster,more,less_conv,inconv,slightly_prob,recommended,spec_prior
1027,usual,less_proper,complete,more,convenient,convenient,nonprob,not_recom,not_recom
4673,pretentious,proper,completed,3,less_conv,inconv,slightly_prob,recommended,priority
5807,pretentious,less_proper,incomplete,more,less_conv,inconv,slightly_prob,recommended,priority
230,usual,proper,completed,1,convenient,inconv,problematic,recommended,priority
8260,pretentious,very_crit,incomplete,1,critical,inconv,problematic,not_recom,not_recom
11330,great_pret,critical,complete,2,critical,inconv,nonprob,recommended,spec_prior
4088,usual,very_crit,incomplete,more,critical,convenient,slightly_prob,recommended,spec_prior
1459,usual,less_proper,incomplete,more,convenient,convenient,nonprob,not_recom,not_recom
5885,pretentious,less_proper,foster,2,convenient,convenient,nonprob,recommended,very_recom
10054,great_pret,less_proper,incomplete,3,convenient,inconv,nonprob,not_recom,not_recom
10691,great_pret,improper,completed,3,convenient,convenient,nonprob,recommended,priority
4305,usual,very_crit,foster,more,critical,convenient,slightly_prob,priority,spec_prior
7321,pretentious,critical,completed,more,less_conv,inconv,slightly_prob,not_recom,not_recom
7370,pretentious,critical,incomplete,1,less_conv,inconv,nonprob,recommended,priority
6070,pretentious,improper,complete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
7218,pretentious,critical,completed,2,critical,convenient,nonprob,priority,spec_prior
5173,pretentious,proper,foster,more,critical,convenient,problematic,not_recom,not_recom
3158,usual,critical,incomplete,3,less_conv,inconv,nonprob,recommended,priority
11571,great_pret,critical,completed,3,convenient,inconv,problematic,priority,spec_prior
2328,usual,improper,incomplete,more,convenient,convenient,problematic,priority,priority
11793,great_pret,critical,incomplete,3,less_conv,convenient,slightly_prob,priority,spec_prior
11095,great_pret,improper,foster,2,less_conv,convenient,problematic,not_recom,not_recom
1645,usual,less_proper,foster,3,less_conv,convenient,problematic,not_recom,not_recom
5083,pretentious,proper,foster,3,convenient,convenient,problematic,not_recom,not_recom
1904,usual,improper,complete,more,convenient,inconv,problematic,recommended,priority
9170,great_pret,proper,incomplete,2,critical,inconv,nonprob,recommended,priority
564,usual,proper,incomplete,3,less_conv,convenient,problematic,priority,priority
6640,pretentious,improper,incomplete,3,critical,inconv,problematic,not_recom,not_recom
7705,pretentious,critical,foster,3,critical,convenient,nonprob,not_recom,not_recom
9043,great_pret,proper,completed,more,less_conv,convenient,problematic,not_recom,not_recom
12123,great_pret,very_crit,complete,1,less_conv,inconv,nonprob,priority,spec_prior
2609,usual,critical,complete,1,less_conv,convenient,nonprob,recommended,priority
6387,pretentious,improper,completed,3,convenient,inconv,problematic,priority,spec_prior
8168,pretentious,very_crit,completed,more,convenient,inconv,problematic,recommended,spec_prior
7240,pretentious,critical,completed,3,convenient,convenient,slightly_prob,not_recom,not_recom
8618,pretentious,very_crit,foster,more,less_conv,inconv,problematic,recommended,spec_prior
5422,pretentious,less_proper,completed,1,less_conv,convenient,slightly_prob,not_recom,not_recom
9641,great_pret,less_proper,complete,3,less_conv,inconv,slightly_prob,recommended,priority
5561,pretentious,less_proper,completed,more,convenient,convenient,nonprob,recommended,very_recom
9135,great_pret,proper,incomplete,2,convenient,inconv,nonprob,priority,spec_prior
4246,usual,very_crit,foster,3,less_conv,inconv,problematic,not_recom,not_recom
2749,usual,critical,complete,3,critical,inconv,slightly_prob,not_recom,not_recom
6760,pretentious,improper,foster,2,convenient,inconv,nonprob,not_recom,not_recom
3942,usual,very_crit,incomplete,2,convenient,convenient,nonprob,priority,spec_prior
1232,usual,less_proper,completed,3,critical,inconv,nonprob,recommended,priority
6899,pretentious,improper,foster,more,critical,convenient,problematic,recommended,spec_prior
12436,great_pret,very_crit,completed,3,convenient,inconv,problematic,not_recom,not_recom
336,usual,proper,completed,3,convenient,inconv,slightly_prob,priority,priority
2176,usual,improper,incomplete,1,convenient,inconv,problematic,not_recom,not_recom
10122,great_pret,less_proper,incomplete,more,less_conv,convenient,problematic,priority,spec_prior
2284,usual,improper,incomplete,3,convenient,inconv,problematic,not_recom,not_recom
2608,usual,critical,complete,1,convenient,inconv,problematic,not_recom,not_recom
11904,great_pret,critical,foster,1,less_conv,convenient,problematic,priority,spec_prior
1666,usual,less_proper,foster,3,critical,inconv,nonprob,not_recom,not_recom
4042,usual,very_crit,incomplete,3,critical,inconv,nonprob,not_recom,not_recom
684,usual,proper,foster,1,critical,convenient,nonprob,priority,priority
4190,usual,very_crit,foster,2,less_conv,inconv,problematic,recommended,spec_prior
12822,great_pret,very_crit,foster,2,less_conv,convenient,problematic,priority,spec_prior
338,usual,proper,completed,3,convenient,inconv,problematic,recommended,priority
5845,pretentious,less_proper,foster,1,convenient,inconv,slightly_prob,not_recom,not_recom
10365,great_pret,less_proper,foster,more,critical,inconv,problematic,priority,spec_prior
1973,usual,improper,completed,1,less_conv,inconv,slightly_prob,recommended,very_recom
4852,pretentious,proper,incomplete,2,critical,inconv,nonprob,not_recom,not_recom
4877,pretentious,proper,incomplete,3,less_conv,convenient,nonprob,recommended,priority
9642,great_pret,less_proper,complete,3,less_conv,inconv,slightly_prob,priority,spec_prior
4056,usual,very_crit,incomplete,more,convenient,convenient,problematic,priority,spec_prior
2344,usual,improper,incomplete,more,less_conv,convenient,slightly_prob,not_recom,not_recom
7962,pretentious,very_crit,complete,more,less_conv,convenient,problematic,priority,spec_prior
9555,great_pret,less_proper,complete,1,critical,inconv,problematic,priority,priority
12322,great_pret,very_crit,completed,1,convenient,inconv,nonprob,not_recom,not_recom
8674,great_pret,proper,complete,1,less_conv,inconv,problematic,not_recom,not_recom
430,usual,proper,completed,more,critical,inconv,problematic,not_recom,not_recom
1141,usual,less_proper,completed,2,convenient,convenient,problematic,not_recom,not_recom
8225,pretentious,very_crit,incomplete,1,less_conv,convenient,nonprob,recommended,priority
1911,usual,improper,complete,more,less_conv,convenient,slightly_prob,priority,priority
242,usual,proper,completed,1,less_conv,inconv,nonprob,recommended,very_recom
8485,pretentious,very_crit,foster,2,convenient,convenient,problematic,not_recom,not_recom
10250,great_pret,less_proper,foster,2,critical,inconv,nonprob,recommended,priority
12890,great_pret,very_crit,foster,3,critical,convenient,slightly_prob,recommended,spec_prior
1471,usual,less_proper,incomplete,more,convenient,inconv,slightly_prob,not_recom,not_recom
8773,great_pret,proper,complete,3,less_conv,convenient,problematic,not_recom,not_recom
748,usual,proper,foster,2,critical,inconv,nonprob,not_recom,not_recom
255,usual,proper,completed,1,critical,convenient,slightly_prob,priority,priority
7504,pretentious,critical,incomplete,3,critical,inconv,problematic,not_recom,not_recom
12378,great_pret,very_crit,completed,2,convenient,inconv,slightly_prob,priority,spec_prior
11864,great_pret,critical,incomplete,more,critical,convenient,slightly_prob,recommended,spec_prior
54,usual,proper,complete,2,convenient,convenient,nonprob,priority,priority
6330,pretentious,improper,completed,2,convenient,inconv,slightly_prob,priority,priority
5753,pretentious,less_proper,incomplete,3,less_conv,inconv,slightly_prob,recommended,priority
4205,usual,very_crit,foster,2,critical,inconv,slightly_prob,recommended,spec_prior
6378,pretentious,improper,completed,3,convenient,convenient,problematic,priority,priority
2856,usual,critical,completed,1,critical,inconv,slightly_prob,priority,spec_prior
5148,pretentious,proper,foster,more,less_conv,convenient,nonprob,priority,priority
5014,pretentious,proper,foster,1,critical,inconv,nonprob,not_recom,not_recom
6636,pretentious,improper,incomplete,3,critical,inconv,slightly_prob,priority,spec_prior
4236,usual,very_crit,foster,3,less_conv,convenient,problematic,priority,spec_prior
11112,great_pret,improper,foster,2,critical,convenient,problematic,priority,spec_prior
6573,pretentious,improper,incomplete,2,critical,convenient,slightly_prob,priority,spec_prior
2701,usual,critical,complete,3,convenient,convenient,nonprob,not_recom,not_recom
6023,pretentious,less_proper,foster,more,less_conv,inconv,slightly_prob,recommended,priority
10335,great_pret,less_proper,foster,more,less_conv,convenient,slightly_prob,priority,spec_prior
1832,usual,improper,complete,2,critical,inconv,problematic,recommended,priority
6484,pretentious,improper,incomplete,1,convenient,convenient,slightly_prob,not_recom,not_recom
8183,pretentious,very_crit,completed,more,less_conv,inconv,slightly_prob,recommended,spec_prior
11003,great_pret,improper,incomplete,more,critical,convenient,problematic,recommended,spec_prior
7432,pretentious,critical,incomplete,2,less_conv,inconv,problematic,not_recom,not_recom
10163,great_pret,less_proper,foster,1,convenient,inconv,slightly_prob,recommended,priority
162,usual,proper,complete,more,convenient,convenient,nonprob,priority,priority
10831,great_pret,improper,incomplete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
4240,usual,very_crit,foster,3,less_conv,inconv,nonprob,not_recom,not_recom
5919,pretentious,less_proper,foster,2,less_conv,inconv,problematic,priority,priority
6967,pretentious,critical,complete,2,convenient,convenient,nonprob,not_recom,not_recom
3009,usual,critical,completed,more,critical,convenient,slightly_prob,priority,spec_prior
2477,usual,improper,foster,2,critical,inconv,slightly_prob,recommended,priority
648,usual,proper,foster,1,convenient,convenient,nonprob,priority,priority
4122,usual,very_crit,foster,1,less_conv,convenient,nonprob,priority,spec_prior
5184,pretentious,less_proper,complete,1,convenient,convenient,nonprob,priority,priority
8220,pretentious,very_crit,incomplete,1,convenient,inconv,slightly_prob,priority,spec_prior
2939,usual,critical,completed,3,less_conv,convenient,problematic,recommended,spec_prior
2234,usual,improper,incomplete,2,less_conv,convenient,slightly_prob,recommended,priority
1439,usual,less_proper,incomplete,3,critical,convenient,nonprob,recommended,priority
2350,usual,improper,incomplete,more,less_conv,inconv,nonprob,not_recom,not_recom
6024,pretentious,less_proper,foster,more,less_conv,inconv,slightly_prob,priority,priority
9280,great_pret,proper,incomplete,more,critical,inconv,nonprob,not_recom,not_recom
2474,usual,improper,foster,2,critical,inconv,nonprob,recommended,priority
10779,great_pret,improper,completed,more,less_conv,inconv,problematic,priority,spec_prior
8428,pretentious,very_crit,foster,1,convenient,convenient,slightly_prob,not_recom,not_recom
14,usual,proper,complete,1,convenient,inconv,problematic,recommended,priority
6128,pretentious,improper,complete,2,less_conv,inconv,nonprob,recommended,priority
4658,pretentious,proper,completed,3,convenient,inconv,problematic,recommended,priority
7124,pretentious,critical,complete,more,critical,inconv,problematic,recommended,spec_prior
394,usual,proper,completed,more,convenient,inconv,problematic,not_recom,not_recom
11026,great_pret,improper,foster,1,convenient,inconv,nonprob,not_recom,not_recom
2978,usual,critical,completed,more,convenient,inconv,nonprob,recommended,priority
10438,great_pret,improper,complete,2,convenient,inconv,problematic,not_recom,not_recom
2841,usual,critical,completed,1,less_conv,inconv,problematic,priority,priority
11974,great_pret,critical,foster,2,critical,convenient,slightly_prob,not_recom,not_recom
2950,usual,critical,completed,3,less_conv,inconv,problematic,not_recom,not_recom
925,usual,less_proper,complete,2,convenient,convenient,problematic,not_recom,not_recom
6021,pretentious,less_proper,foster,more,less_conv,inconv,nonprob,priority,priority
4267,usual,very_crit,foster,more,convenient,convenient,nonprob,not_recom,not_recom
6415,pretentious,improper,completed,3,critical,convenient,problematic,not_recom,not_recom
11214,great_pret,improper,foster,more,critical,convenient,nonprob,priority,spec_prior
4746,pretentious,proper,completed,more,critical,inconv,slightly_prob,priority,priority
5792,pretentious,less_proper,incomplete,more,convenient,inconv,problematic,recommended,priority
11697,great_pret,critical,incomplete,1,less_conv,inconv,problematic,priority,spec_prior
504,usual,proper,incomplete,2,less_conv,convenient,nonprob,priority,priority
9088,great_pret,proper,incomplete,1,convenient,inconv,problematic,not_recom,not_recom
8309,pretentious,very_crit,incomplete,2,critical,inconv,slightly_prob,recommended,spec_prior
11517,great_pret,critical,completed,2,convenient,inconv,problematic,priority,spec_prior
10037,great_pret,less_proper,incomplete,2,critical,inconv,slightly_prob,recommended,priority
6297,pretentious,improper,completed,1,less_conv,inconv,problematic,priority,priority
517,usual,proper,incomplete,2,less_conv,inconv,slightly_prob,not_recom,not_recom
2630,usual,critical,complete,1,critical,convenient,slightly_prob,recommended,priority
8507,pretentious,very_crit,foster,2,less_conv,inconv,slightly_prob,recommended,spec_prior
6139,pretentious,improper,complete,2,critical,convenient,nonprob,not_recom,not_recom
4974,pretentious,proper,foster,1,convenient,convenient,problematic,priority,priority
6925,pretentious,critical,complete,1,convenient,inconv,slightly_prob,not_recom,not_recom
10979,great_pret,improper,incomplete,more,less_conv,convenient,nonprob,recommended,spec_prior
11069,great_pret,improper,foster,2,convenient,convenient,nonprob,recommended,priority
9995,great_pret,less_proper,incomplete,2,convenient,convenient,problematic,recommended,priority
8589,pretentious,very_crit,foster,more,convenient,convenient,slightly_prob,priority,spec_prior
7176,pretentious,critical,completed,1,critical,inconv,slightly_prob,priority,spec_prior
1752,usual,improper,complete,1,less_conv,convenient,problematic,priority,priority
6168,pretentious,improper,complete,3,convenient,inconv,slightly_prob,priority,spec_prior
7546,pretentious,critical,incomplete,more,critical,convenient,slightly_prob,not_recom,not_recom
10590,great_pret,improper,completed,1,convenient,convenient,problematic,priority,spec_prior
9993,great_pret,less_proper,incomplete,2,convenient,convenient,slightly_prob,priority,priority
10971,great_pret,improper,incomplete,more,convenient,inconv,nonprob,priority,spec_prior
5927,pretentious,less_proper,foster,2,critical,convenient,problematic,recommended,priority
